passo,valor,antigo_saldo_pessoa1,novo_saldo_pessoa1,antigo_saldo_pessoa2,novo_saldo_pessoa2,fraude,tipo_transacao_debito,tipo_transacao_deposito,tipo_transacao_pagamento,tipo_transacao_saqu,tipo_transacao_saque,tipo_transacao_transferencia
15,114582.34,167342.75,281925.09,0.0,0.0,0.0,False,True,False,False,False,False
15,283367.22,21372.0,304739.22,434676.82,151309.6,0.0,False,True,False,False,False,False
15,142395.44,131.0,0.0,193762.35,336157.79,0.0,False,False,False,False,True,False
15,166494.12,602.0,167096.12,788926.83,622432.71,0.0,False,True,False,False,False,False
15,169087.17,3391997.24,3561084.41,5931265.9,5504436.01,0.0,False,True,False,False,False,False
15,56338.9,29155507.16,29211846.06,69502.0,13163.09,0.0,False,True,False,False,False,False
15,110307.08,185.0,0.0,0.0,110307.08,0.0,False,False,False,False,True,False
15,590630.12,0.0,0.0,1660422.4,2251052.52,0.0,False,False,False,False,False,True
15,141130.65,23865.0,164995.65,0.0,0.0,0.0,False,True,False,False,False,False
15,4225.51,86610.0,82384.49,0.0,0.0,0.0,False,False,True,False,False,False
15,128933.03,17799556.48,17928489.51,1029756.04,753712.07,0.0,False,True,False,False,False,False
15,135943.26,11792316.56,11928259.82,491065.55,355122.3,0.0,False,True,False,False,False,False
15,1629.86,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,62414.53,5010434.22,5072848.75,341497.43,655031.87,0.0,False,True,False,False,False,False
15,193062.92,0.0,0.0,5378583.87,5571646.79,0.0,False,False,False,False,True,False
15,167575.22,0.0,0.0,1157624.23,948350.08,0.0,False,False,False,False,True,False
15,260224.22,0.0,0.0,1766471.66,2398284.26,0.0,False,False,False,False,True,False
15,248056.41,248056.41,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,248056.41,248056.41,0.0,0.0,201427.47,1.0,False,False,False,False,True,False
15,321735.89,48125.38,0.0,2566149.62,2887885.51,0.0,False,False,False,False,True,False
15,1900.82,303284.4,301383.59,466338.88,468239.69,0.0,False,False,False,False,False,True
15,405616.48,11310.0,0.0,0.0,405616.48,0.0,False,False,False,False,True,False
15,25000.5,133.0,0.0,0.0,25000.5,0.0,False,False,False,False,False,True
15,15763.53,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,109662.39,3263341.15,3373003.54,130917.3,0.0,0.0,False,True,False,False,False,False
15,8899.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,164500.81,164500.81,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,164500.81,164500.81,0.0,685636.21,850137.02,1.0,False,False,False,False,True,False
15,288447.77,10710.0,0.0,0.0,74060.69,0.0,False,False,False,False,True,False
15,21812.36,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,4730.86,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,935.37,164033.0,163097.63,0.0,0.0,0.0,False,False,True,False,False,False
15,11707.06,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,39489.67,99279.0,59789.33,0.0,0.0,0.0,False,False,True,False,False,False
15,37997.41,8220.0,46217.41,326628.31,317484.0,0.0,False,True,False,False,False,False
15,512804.66,0.0,0.0,5601212.57,6943818.12,0.0,False,False,False,False,False,True
15,104635.89,0.0,0.0,6666947.72,6771583.61,0.0,False,False,False,False,True,False
15,400321.11,70092.0,0.0,0.0,400321.11,0.0,False,False,False,False,True,False
15,10947.93,364440.76,353492.83,0.0,0.0,0.0,False,False,True,False,False,False
15,212089.74,212089.74,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,212089.74,212089.74,0.0,257758.48,469848.23,1.0,False,False,False,False,True,False
15,14301.66,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,384086.49,26505.0,0.0,0.0,384086.49,0.0,False,False,False,False,True,False
15,254263.17,0.0,0.0,1593650.92,1847914.09,0.0,False,False,False,False,True,False
15,178302.03,158128.0,0.0,2627.44,180929.47,0.0,False,False,False,False,True,False
15,62287.42,0.0,0.0,1734540.62,1796828.04,0.0,False,False,False,False,False,True
15,277664.46,32209.0,0.0,356896.52,1275639.13,0.0,False,False,False,False,True,False
15,83440.44,5851.0,0.0,39564.85,72650.31,0.0,False,False,False,False,True,False
15,95428.32,0.0,0.0,0.0,95428.32,1.0,False,False,False,False,True,False
15,359006.81,0.0,0.0,664071.83,1023078.64,0.0,False,False,False,False,True,False
15,91419.06,127593.15,36174.09,124177.59,215596.66,0.0,False,False,False,False,True,False
15,422086.34,297.0,422383.34,2644880.3,2222793.96,0.0,False,True,False,False,False,False
15,138458.58,0.0,0.0,1015325.8,1246097.49,0.0,False,False,False,False,False,True
15,14642.32,49963.0,35320.68,0.0,0.0,0.0,False,False,True,False,False,False
15,49920.67,0.0,0.0,812773.97,862694.64,0.0,False,False,False,False,True,False
15,275580.52,1589.0,0.0,116767.45,392347.97,0.0,False,False,False,False,True,False
15,24007.79,0.0,0.0,72586.1,96593.89,0.0,False,False,False,False,True,False
15,359583.08,345317.0,0.0,430424.04,790007.12,0.0,False,False,False,False,True,False
15,392061.74,0.0,0.0,583901.51,975963.24,0.0,False,False,False,False,True,False
15,304763.88,0.0,0.0,825095.22,1129859.1,0.0,False,False,False,False,True,False
15,11494.28,195313.15,183818.87,0.0,0.0,0.0,False,False,True,False,False,False
15,96062.71,8216.0,104278.71,0.0,0.0,0.0,False,True,False,False,False,False
15,11132.05,236566.96,225434.91,0.0,0.0,0.0,False,False,True,False,False,False
15,132520.18,535774.68,403254.5,481899.18,614419.36,0.0,False,False,False,False,True,False
15,184265.54,0.0,0.0,407009.08,591274.62,0.0,False,False,False,False,True,False
15,4909.46,0.0,0.0,122980.13,127889.59,0.0,False,False,False,False,True,False
15,217582.85,2938.0,0.0,5454536.98,5672119.82,0.0,False,False,False,False,True,False
15,107547.13,668.0,0.0,763186.42,870733.55,0.0,False,False,False,False,True,False
15,6954.31,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,217949.12,6605420.55,6823369.67,3878516.81,3660567.69,0.0,False,True,False,False,False,False
15,132696.96,10901.0,0.0,1021638.24,1154335.2,0.0,False,False,False,False,True,False
15,7345.2,21280.0,13934.8,0.0,0.0,0.0,False,False,True,False,False,False
15,39713.28,0.0,0.0,1274866.51,1314579.79,1.0,False,False,False,False,True,False
15,25535.47,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,26221.23,192714.75,166493.52,0.0,0.0,0.0,False,False,True,False,False,False
15,59803.62,0.0,0.0,260816.82,320620.44,0.0,False,False,False,False,True,False
15,1100.4,19997.0,18896.6,3207.92,4308.32,0.0,False,False,False,False,True,False
15,12421.26,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,65461.23,1055.0,66516.23,0.0,0.0,0.0,False,True,False,False,False,False
15,172090.18,0.0,0.0,2025703.44,2197793.61,0.0,False,False,False,False,False,True
15,93670.53,34948.0,0.0,0.0,93670.53,0.0,False,False,False,False,True,False
15,261943.43,1521145.99,1783089.42,1238330.08,976386.65,0.0,False,True,False,False,False,False
15,7782.5,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,4454.91,10640.0,6185.09,0.0,0.0,0.0,False,False,True,False,False,False
15,6075.7,134444.0,128368.3,305491.11,859484.08,0.0,False,False,False,False,True,False
15,9583.58,202252.88,192669.3,0.0,0.0,0.0,False,False,True,False,False,False
15,57365.92,11072.0,0.0,1228472.64,1285838.56,0.0,False,False,False,False,True,False
15,345069.29,655546.96,1000616.25,6402032.27,6056962.98,0.0,False,True,False,False,False,False
15,170.0,170.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,170.0,170.0,0.0,413421.36,345764.15,1.0,False,False,False,False,True,False
15,87131.65,0.0,0.0,216836.89,303968.54,0.0,False,False,False,False,True,False
15,303546.2,0.0,0.0,395137.0,698683.19,0.0,False,False,False,False,True,False
15,747282.4,747282.4,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,747282.4,747282.4,0.0,5340917.82,6088200.22,1.0,False,False,False,False,True,False
15,33377.38,360402.85,327025.47,0.0,0.0,0.0,False,False,True,False,False,False
15,18403.75,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,192042.96,21612092.64,21804135.6,330664.4,138621.44,0.0,False,True,False,False,False,False
15,59385.67,59385.67,0.0,0.0,0.0,1.0,False,False,False,False,False,True
15,59385.67,59385.67,0.0,74371.0,133756.67,1.0,False,False,False,False,True,False
15,17206.18,33074.0,15867.82,0.0,0.0,0.0,False,False,True,False,False,False
15,9242.02,418.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,23776.38,102.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
15,2049.83,705567.87,703518.03,0.0,0.0,0.0,False,False,True,False,False,False
15,18331.72,72329.0,53997.28,0.0,0.0,0.0,False,False,True,False,False,False
15,170047.17,0.0,0.0,2061818.05,2231865.23,0.0,False,False,False,False,True,False
16,14590.8,281.22,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,14596.04,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,11589.37,187226.5,175637.14,0.0,0.0,0.0,False,False,True,False,False,False
16,26137.61,51024.0,24886.39,0.0,0.0,0.0,False,False,True,False,False,False
16,197484.51,0.0,0.0,4741381.19,4938865.7,0.0,False,False,False,False,True,False
16,195610.33,0.0,0.0,362266.4,557876.73,0.0,False,False,False,False,True,False
16,128162.95,0.0,0.0,3130857.3,3259020.25,0.0,False,False,False,False,True,False
16,6007.81,97352.0,91344.19,2177364.4,2183372.2,0.0,True,False,False,False,False,False
16,12052.03,3742.55,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,75965.72,0.0,0.0,166532.8,242498.51,0.0,False,False,False,False,True,False
16,19954.11,35828.0,15873.89,0.0,0.0,0.0,False,False,True,False,False,False
16,339692.02,6916921.38,7256613.4,654999.44,461508.81,0.0,False,True,False,False,False,False
16,362706.32,0.0,0.0,1236868.25,1538322.0,0.0,False,False,False,False,False,True
16,4175.91,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,17782.6,0.0,0.0,50196.15,694951.86,0.0,False,False,False,False,True,False
16,31839.31,468006.87,436167.56,0.0,0.0,0.0,False,False,True,False,False,False
16,40268.3,1115960.74,1156229.04,1072442.02,1032173.72,0.0,False,True,False,False,False,False
16,12015.09,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,50879.88,13879.0,64758.88,2054799.0,2596687.92,0.0,False,True,False,False,False,False
16,138914.68,20766.0,0.0,3219491.45,3900477.4,0.0,False,False,False,False,True,False
16,106306.17,3081.0,109387.17,741830.67,635524.5,0.0,False,True,False,False,False,False
16,203366.59,2319763.83,2523130.43,3489755.05,3585166.14,0.0,False,True,False,False,False,False
16,100254.78,6062796.85,6163051.63,982600.82,1501271.03,0.0,False,True,False,False,False,False
16,4228.92,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,55194.9,367507.25,312312.35,7464100.8,7871911.21,0.0,False,False,False,False,True,False
16,146600.0,18991.0,165591.0,18935.0,0.0,0.0,False,True,False,False,False,False
16,203382.43,2822433.94,3025816.38,404284.62,200902.19,0.0,False,True,False,False,False,False
16,55603.41,4728212.85,4783816.25,91907.0,0.0,0.0,False,True,False,False,False,False
16,26871.54,10978.0,0.0,1536672.58,1563544.11,0.0,False,False,False,False,True,False
16,129589.23,12642652.12,12772241.35,460935.11,322231.0,0.0,False,True,False,False,False,False
16,94471.96,23228562.44,23323034.4,3480135.4,3293991.75,0.0,False,True,False,False,False,False
16,1473.46,42108.0,40634.54,0.0,0.0,0.0,False,False,True,False,False,False
16,14191.96,0.0,0.0,2662468.19,2942334.19,0.0,False,False,False,False,True,False
16,59929.97,264.0,0.0,0.0,152454.77,0.0,False,False,False,False,True,False
16,295727.54,307997.0,12269.46,5331900.69,5398485.5,0.0,False,False,False,False,True,False
16,3479.72,88268.03,84788.31,0.0,0.0,0.0,False,False,True,False,False,False
16,103536.2,22612.0,126148.2,0.0,0.0,0.0,False,True,False,False,False,False
16,311737.23,1766047.89,2077785.12,621663.39,459978.9,0.0,False,True,False,False,False,False
16,4442.24,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,31180.58,0.0,0.0,60937.0,0.0,0.0,False,False,False,False,True,False
16,2198224.71,2198224.71,0.0,0.0,0.0,1.0,False,False,False,False,False,True
16,2198224.71,2198224.71,0.0,0.0,2198224.71,1.0,False,False,False,False,True,False
16,352345.39,21546.0,0.0,0.0,352345.39,0.0,False,False,False,False,True,False
16,72602.48,346632.0,419234.48,0.0,0.0,0.0,False,True,False,False,False,False
16,97450.62,1703758.23,1801208.86,2141140.0,2043689.38,0.0,False,True,False,False,False,False
16,211891.3,0.0,0.0,2563110.84,2887294.73,0.0,False,False,False,False,True,False
16,89349.98,80.0,0.0,319878.1,471594.55,0.0,False,False,False,False,True,False
16,193308.97,0.0,0.0,1424574.42,1526109.74,0.0,False,False,False,False,True,False
16,232792.78,6081.0,0.0,503170.39,177525.77,0.0,False,False,False,False,True,False
16,156340.33,11969.0,168309.33,19012.28,0.0,0.0,False,True,False,False,False,False
16,1523366.49,0.0,0.0,8606473.57,10129840.06,0.0,False,False,False,False,False,True
16,422796.59,2076621.16,2499417.75,3677593.2,3383056.86,0.0,False,True,False,False,False,False
16,250092.16,11483.0,0.0,11614.0,261706.16,0.0,False,False,False,False,True,False
16,39165.15,129251.61,90086.46,0.0,0.0,0.0,False,False,True,False,False,False
16,83558.05,14843582.51,14927140.56,218408.0,735507.69,0.0,False,True,False,False,False,False
16,10686.22,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,102779.29,418742.0,315962.71,401582.74,504362.03,0.0,False,False,False,False,True,False
16,6988.2,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,276584.55,0.0,0.0,1474856.88,1751441.42,0.0,False,False,False,False,True,False
16,217122.65,0.0,0.0,4387300.57,4314148.55,0.0,False,False,False,False,True,False
16,16701.6,54733.13,38031.53,0.0,0.0,0.0,False,False,True,False,False,False
16,212073.62,867.0,0.0,251079.34,463152.96,0.0,False,False,False,False,True,False
16,366470.38,32842.0,399312.38,0.0,0.0,0.0,False,True,False,False,False,False
16,189829.65,0.0,0.0,8725256.65,8915086.3,0.0,False,False,False,False,True,False
16,80498.92,0.0,0.0,153555.64,395693.75,0.0,False,False,False,False,True,False
16,20418.9,277777.15,257358.25,0.0,0.0,0.0,False,False,True,False,False,False
16,828720.89,828720.89,0.0,0.0,0.0,1.0,False,False,False,False,False,True
16,828720.89,828720.89,0.0,9142622.59,10184336.54,1.0,False,False,False,False,True,False
16,2278.27,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,211901.28,5126.0,217027.28,0.0,13797.84,0.0,False,True,False,False,False,False
16,397762.19,20379.0,418141.19,0.0,0.0,0.0,False,True,False,False,False,False
16,199942.49,7298744.9,7498687.39,869183.39,669240.9,0.0,False,True,False,False,False,False
16,964945.39,127.0,0.0,1255078.27,2220023.66,0.0,False,False,False,False,False,True
16,432470.97,200214.0,632684.97,66997.44,0.0,0.0,False,True,False,False,False,False
16,8211.29,150986.7,142775.42,0.0,0.0,0.0,False,False,True,False,False,False
16,6863.5,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,260002.99,0.0,0.0,1618268.9,1712549.3,0.0,False,False,False,False,True,False
16,503.79,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,201462.06,276812.55,75350.49,388951.0,521292.46,0.0,False,False,False,False,True,False
16,140931.5,92.0,141023.5,1311343.42,881689.77,0.0,False,True,False,False,False,False
16,57556.86,148.0,0.0,83160.2,140717.06,0.0,False,False,False,False,True,False
16,12721.04,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,74295.23,2870472.81,2944768.04,818523.43,744228.2,0.0,False,True,False,False,False,False
16,28021.69,4114782.13,4142803.82,190827.2,505237.23,0.0,False,True,False,False,False,False
16,215724.77,5055146.91,5270871.68,491817.55,276092.78,0.0,False,True,False,False,False,False
16,11208.84,113375.89,102167.05,0.0,0.0,0.0,False,False,True,False,False,False
16,28486.71,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,45710.68,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,241683.23,32.0,0.0,18007.0,337134.59,0.0,False,False,False,False,True,False
16,30899.8,201183.72,170283.92,0.0,0.0,0.0,False,False,True,False,False,False
16,917.06,763548.23,762631.17,0.0,0.0,0.0,False,False,True,False,False,False
16,357259.28,1728034.59,2085293.87,884953.1,527693.81,0.0,False,True,False,False,False,False
16,14959.76,506767.0,491807.24,0.0,0.0,0.0,False,False,True,False,False,False
16,237098.09,21562.0,0.0,847262.72,1407588.49,0.0,False,False,False,False,False,True
16,29493.13,22813.0,52306.13,0.0,0.0,0.0,False,True,False,False,False,False
16,764954.64,0.0,0.0,2884347.48,3885684.44,0.0,False,False,False,False,False,True
16,14015.36,0.0,0.0,144214.0,244342.94,0.0,False,False,False,False,True,False
16,118699.49,272388.36,153688.87,11375.0,130074.49,0.0,False,False,False,False,True,False
16,212582.16,137684.39,350266.55,1989803.79,2052468.43,0.0,False,True,False,False,False,False
16,23631.84,468689.42,445057.59,0.0,0.0,0.0,False,False,True,False,False,False
16,2701905.3,2701905.3,0.0,0.0,0.0,1.0,False,False,False,False,False,True
16,2701905.3,2701905.3,0.0,57418.0,2759323.3,1.0,False,False,False,False,True,False
16,463845.81,19056.0,0.0,287978.62,751824.43,0.0,False,False,False,False,True,False
16,3831.48,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,39361.75,0.0,0.0,606965.59,646327.34,0.0,False,False,False,False,True,False
16,68544.76,0.0,0.0,3037498.63,3106043.39,0.0,False,False,False,False,True,False
16,45653.43,0.0,0.0,621542.8,667196.23,0.0,False,False,False,False,True,False
16,18357.66,2283.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,18700.93,87319.37,68618.44,0.0,0.0,0.0,False,False,True,False,False,False
16,26424.32,18948.3,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,902.32,0.0,0.0,5844606.79,5924376.79,0.0,False,False,False,False,True,False
16,241646.2,38134.0,279780.2,0.0,0.0,0.0,False,True,False,False,False,False
16,45388.12,0.0,0.0,3086398.1,3131786.23,0.0,False,False,False,False,True,False
16,21190.05,0.0,0.0,225743.47,139953.33,0.0,False,False,False,False,True,False
16,106713.83,0.0,0.0,1231120.21,1337834.04,0.0,False,False,False,False,True,False
16,14526.78,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,12815.0,5337.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,11635.15,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,31074.0,31074.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
16,31074.0,31074.0,0.0,0.0,31074.0,1.0,False,False,False,False,True,False
16,42414.33,4240441.69,4282856.01,1115447.87,1433577.26,0.0,False,True,False,False,False,False
16,548321.31,0.0,0.0,3645382.69,4302932.02,0.0,False,False,False,False,False,True
16,4305.22,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
16,73274.52,8778465.96,8851740.47,2542237.69,2468963.18,0.0,False,True,False,False,False,False
16,113351.01,7451316.2,7564667.21,1916550.75,1803199.74,0.0,False,True,False,False,False,False
16,224284.95,294941.72,70656.77,316206.09,737679.9,0.0,False,False,False,False,True,False
16,145007.36,3990699.2,4135706.56,363882.39,218875.03,0.0,False,True,False,False,False,False
16,14284.57,25497.0,11212.43,0.0,0.0,0.0,False,False,True,False,False,False
16,1928.62,23.0,0.0,4225982.66,4349542.27,0.0,True,False,False,False,False,False
16,264838.78,977507.03,1242345.81,603670.91,188136.08,0.0,False,True,False,False,False,False
16,121626.82,121626.82,0.0,0.0,0.0,1.0,False,False,False,False,False,True
16,121626.82,121626.82,0.0,653744.34,775371.16,1.0,False,False,False,False,True,False
16,2659.95,354544.11,351884.17,0.0,0.0,0.0,False,False,True,False,False,False
16,22252.01,140174.0,117921.99,0.0,0.0,0.0,False,False,True,False,False,False
16,246188.98,692.0,246880.98,1296576.67,1050387.69,0.0,False,True,False,False,False,False
16,5694.75,934.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,66764.52,214.0,0.0,10377.31,77141.84,0.0,False,False,False,False,True,False
17,603500.56,22583.0,626083.56,55924.9,0.0,0.0,False,True,False,False,False,False
17,38614.96,172.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,87749.5,0.0,0.0,545660.83,633410.34,0.0,False,False,False,False,True,False
17,274171.01,297.0,274468.01,202113.56,0.0,0.0,False,True,False,False,False,False
17,10022.68,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,14427.77,20455.0,6027.23,0.0,0.0,0.0,False,False,True,False,False,False
17,68735.14,0.0,0.0,250421.86,319157.0,0.0,False,False,False,False,True,False
17,633.01,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,154616.63,2828694.33,2983310.96,162697.08,8080.44,0.0,False,True,False,False,False,False
17,208429.33,110046.53,0.0,21713.0,230142.33,0.0,False,False,False,False,True,False
17,981622.02,0.0,0.0,1363150.52,2344772.54,0.0,False,False,False,False,False,True
17,73598.92,147709.0,74110.08,830920.62,904519.54,0.0,False,False,False,False,True,False
17,4425.63,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,1189028.18,0.0,0.0,1856949.56,3045977.74,0.0,False,False,False,False,False,True
17,12294.39,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,30421.9,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,18578.21,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,12710.23,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,139079.12,89676.54,0.0,506955.83,646034.95,0.0,False,False,False,False,True,False
17,139604.11,394445.72,254841.61,290782.65,430386.76,0.0,False,False,False,False,True,False
17,13483.32,62696.53,49213.2,0.0,0.0,0.0,False,False,True,False,False,False
17,25819.19,2872878.51,2898697.7,58711.97,32892.78,0.0,False,True,False,False,False,False
17,1079997.32,37044.0,0.0,181561.38,1261558.69,0.0,False,False,False,False,False,True
17,7847.69,321501.0,313653.31,0.0,0.0,0.0,False,False,True,False,False,False
17,466774.59,1604.78,0.0,4598150.96,5064925.55,0.0,False,False,False,False,True,False
17,163011.53,0.0,0.0,14759883.89,14922895.42,0.0,False,False,False,False,True,False
17,20112.11,490793.84,470681.73,0.0,0.0,0.0,False,False,True,False,False,False
17,166220.61,0.0,0.0,1250959.96,1417180.57,0.0,False,False,False,False,True,False
17,21575.46,100231.0,121806.46,2052378.71,2030803.24,0.0,False,True,False,False,False,False
17,32372.86,5071.0,0.0,1185981.37,1218354.22,0.0,False,False,False,False,True,False
17,13746.46,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,13659.68,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,74033.33,498113.0,572146.33,1224965.36,1150932.03,0.0,False,True,False,False,False,False
17,367535.32,10585.0,0.0,26432.25,393967.57,0.0,False,False,False,False,True,False
17,8186.35,328424.52,320238.16,0.0,0.0,0.0,False,False,True,False,False,False
17,32324.14,86.0,0.0,0.0,35013.79,0.0,False,False,False,False,True,False
17,61571.87,21820.0,83391.87,1580414.58,1518842.71,0.0,False,True,False,False,False,False
17,204911.29,4318134.13,4523045.42,1731100.78,1392265.4,0.0,False,True,False,False,False,False
17,173018.79,4634116.06,4807134.85,308454.95,135436.16,0.0,False,True,False,False,False,False
17,108536.96,0.0,0.0,396790.73,545896.67,0.0,False,False,False,False,True,False
17,2281.17,555.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,281754.21,20639.0,0.0,504924.19,837111.97,0.0,False,False,False,False,True,False
17,237152.85,19336.0,0.0,487086.02,787554.88,0.0,False,False,False,False,True,False
17,198378.08,24160.0,222538.08,323115.85,124737.77,0.0,False,True,False,False,False,False
17,10878.81,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,60682.51,16518.0,0.0,2243337.79,2130974.64,0.0,False,False,False,False,True,False
17,12967.18,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,322586.7,50331.0,372917.7,1143475.53,820888.84,0.0,False,True,False,False,False,False
17,217770.49,9868498.19,10086268.67,241239.0,23468.51,0.0,False,True,False,False,False,False
17,10759.06,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,10834.88,60226.0,49391.12,0.0,0.0,0.0,False,False,True,False,False,False
17,345375.77,50222.0,0.0,0.0,328601.14,0.0,False,False,False,False,True,False
17,28982.16,6330390.86,6359373.03,142901.63,507811.77,0.0,False,True,False,False,False,False
17,218628.78,0.0,0.0,397686.54,604828.61,0.0,False,False,False,False,True,False
17,36798.67,0.0,0.0,765797.23,960007.51,0.0,False,False,False,False,True,False
17,134831.62,0.0,0.0,599405.41,734237.03,0.0,False,False,False,False,True,False
17,1639676.27,1639676.27,0.0,0.0,0.0,1.0,False,False,False,False,False,True
17,1639676.27,1639676.27,0.0,448954.92,2198318.48,1.0,False,False,False,False,True,False
17,190915.86,11096.0,0.0,0.0,190915.86,0.0,False,False,False,False,True,False
17,198780.93,0.0,0.0,624427.39,823208.33,0.0,False,False,False,False,True,False
17,12236.42,183788.02,171551.6,0.0,0.0,0.0,False,False,True,False,False,False
17,305627.0,305627.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
17,305627.0,305627.0,0.0,7699847.16,8005474.16,1.0,False,False,False,False,True,False
17,245557.07,0.0,0.0,637438.72,882995.79,0.0,False,False,False,False,True,False
17,18772.44,0.0,0.0,174197.39,177232.38,0.0,False,False,False,False,True,False
17,13371.52,0.0,0.0,11736132.05,12018552.73,0.0,False,False,False,False,True,False
17,61723.74,108269.0,169992.74,119387.0,57663.26,0.0,False,True,False,False,False,False
17,122414.57,803353.1,925767.68,141759.49,19344.92,0.0,False,True,False,False,False,False
17,23480.43,35336.18,11855.75,120522.35,144002.78,0.0,False,False,False,False,True,False
17,219625.35,106770.0,326395.35,188307.46,0.0,0.0,False,True,False,False,False,False
17,18309.81,5056.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,37256.38,5763755.31,5801011.69,85028.35,47771.98,0.0,False,True,False,False,False,False
17,11816.06,23233.0,11416.94,0.0,0.0,0.0,False,False,True,False,False,False
17,166999.59,0.0,0.0,329041.57,496041.16,0.0,False,False,False,False,True,False
17,17619.45,51242.0,33622.55,0.0,0.0,0.0,False,False,True,False,False,False
17,132193.97,4551206.29,4683400.27,10845258.56,11183544.68,0.0,False,True,False,False,False,False
17,146106.59,1511796.75,1657903.34,1115703.61,969597.02,0.0,False,True,False,False,False,False
17,176543.88,110289.0,0.0,278915.9,455459.79,0.0,False,False,False,False,True,False
17,391454.24,25630.0,0.0,757338.94,1148793.19,0.0,False,False,False,False,True,False
17,439434.14,9964478.04,10403912.18,4447325.74,4007891.6,0.0,False,True,False,False,False,False
17,16153.17,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,15480.4,35673.0,20192.6,0.0,0.0,0.0,False,False,True,False,False,False
17,175130.32,6477476.5,6652606.82,8993313.05,8996379.43,0.0,False,True,False,False,False,False
17,190.84,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
17,195351.76,195351.76,0.0,0.0,0.0,1.0,False,False,False,False,False,True
17,195351.76,195351.76,0.0,156408.25,265841.0,1.0,False,False,False,False,True,False
17,42062.82,340830.43,298767.61,398931.35,678419.64,1.0,False,False,False,False,True,False
17,269392.88,55107.0,0.0,0.0,222288.26,0.0,False,False,False,False,True,False
